id,name,description,assigned,annotated
188,The Docks,"The docks are a rough place with a lot of rough group of individuals who hang out there.  It is where the ships port and deport, only few know what really goes on there. A lot of known criminals like to hang around those parts at night, no body dare say why.  During the day it's where a lot of local fisherman deliver their product.",0,0
190,The Sacred Temple,The Sacred Temple is where spiritual individuals go to worship the Gods.  It is massive in size compared to other buildings in the town.  A lot of ancient symbolical artwork covers the windows and a deep glow comes from the alter. The Sacred Temple has been around for more than the present local townsfolk can remember.  They also swear by it's powers on granting their wishes if worshiped correctly.,0,0
192,The Lagoon,"The Lagoon is a dark and mysterious place during the night hours.  A lot of moss and lily pads surround the shore.  The water is very murky. The Lagoon has been a place of a lot of mystery, a lot of rumors surround it.  Many say it is the scene of a lot of mystical miracles and also at the same time where a lot of townsfolk go missing.",0,0
194,Inside the temple,The stained glass glistens in the sun. The pews are lines perfectly. The temple is the central location of the town. Everything that happens good and bad is a result of what happens in this temple.,0,0
196,Cave,"Cold and dark, the moist cool walls enclose all who proceed. With just torches to light the way the large opening gets smaller and smaller. The cave is a dark and mysterious place with stories of hidden treasure and littered with bones of those who have searched for it. The endless passages are enough to drive ones sense of direction aerie.",0,0
198,Outside tower,"Moss grows from the tall stoic like structure adding to its mysterious presence. The stone walls appear insuperable like a mountain. The top is a pointed dome. The outside tower vital for defense and the appearance of domination in the surrounding area. Along with its appearance, it fully functions as a defense against enemies far and wide.",0,0
200,Jungle,"Full of natural beauty and danger, the jungle holds many rewards and risks. From beautiful awe inspiring fauna to the worlds most deadly creatures. The jungle is the place where many call home and many call there demise. To survive here you need the upmost survival knowledge.",0,0
202,Lake,"The beautiful lake glistens in the sun as water can be seen in all directions. you can see several feet beneath the water because it is so clear. The lake is not only beautiful, but gives life to the surrounding area. With fish and shell fish this lake provides a whole eco system unique to its own.",2,0
204,Outside Church,A cold wind blows through the small decrepit graveyard in front of the church. Shutters and other loose neglected ad to the mood of death and decay. The former church of royalty. Long abandoned after the fall of the empire. Forgotten and forlorn.,0,0
206,Riverbed,"With clear air and the sound of gurgling water near it, the river bed is silty and muddy. The river rushes by the land as more and more dirt separates from the land. The land of the riverbed slick with mud and filled with bugs and worms/ The riverbed is where the village people come to collect water to drink. The women come early in the morning with their baskets to collect water for the whole family. Later, the men come and catch fish, for the evening meal. The children follow their mothers to the river and play in the river while the mothers chat and collect water.",0,0
208,Mud pit,"The mudpit is dark and brown. The mud inside is sticky and hard to escape. The vegetation surrounding the area is matted down. The mud pit is in the center of the jungle. As animals pass by, they sink into the pit and cannot escape. Soon animals learn to avoid the pit. However, soldier's horses often get stuck, and royal carriages need to be sent to help them.",0,0
210,A military outpost at the heart of the swamp,"Moist, and murky the bog remained. As you reach the outpost that description doesn't change seeing the bog gobbers swimming through the thick water, and fermenting goblins perched atop the outpost's walls. This outpost was set up to ward off the evil swamp monster Hoakbera from the Gumerian goblin clan. Ever since the year 193 the monster has been running amok in the swamp and nearby lands destroying livelihoods of goblins and moblins alike.",0,0
212,Royal Kitchen,"Made of the finest of silvers this kitchen is known as the best in the land of Fulmer. The king Fulmer demanded the entire interior palace be decorated in this silver from nearby Landon and with their many mines. Wouldn't you know though, the oven, pots, pans and other kitchen specialties are all made of copper! Worn, chiseled, and beaten from use in the prison from neighboring Zinzel in the kingdom of Palemon. Budgetary demands forced them to cut costs and they have been using these utensils and dishes ever since the palace opened. King Fulmer made this place through war. War with Zinzel, war with Ulma, war with Hunber. He sacked all their lands to the north, and south to create a bastion of his glory right in the center of the Yumerian continent. Despised by many, he has grown a reputation amongst other nations as a warmonger. His own people be-love, and adore him though.",0,0
214,Inside Tower,"The walls and are made of marble and trimmed in gold.  So too are the winding stairs that lead up to the observation deck.  Ivy lines the outside of the walls and sprawls all the way up the side to just near the top of the tower.  The tower itself is intimidating for those who dare to approach.  The tower stands tall so as to see out way across the beautiful land it watches over. The Tower stands off in the corner of the Castle.  One of many ornate vessels of the castle, the Tower serves to protect the kingdom's valuables and its people. Its towers over the beautiful farmland in the countryside and is a marker for those who travel off in the distance.",0,0
216,Abandoned Shack,"Crumbling and blowing away in the light breeze, the roof of the shack has shingles barley hanging on. The door to the shack lays next to the door frame on the front porch which is now more of a hazard than a veranda. The shack is missing large chunks of the walls and one can see straight through the building in many place. The walls are coated with fuzzy molds and fungus while the exposed wooden frame has been eaten away in many places by worms. The shack was clearly one a home, a safe place, a haven for families, for single people with pets, for anyone who needed it. Now it is a home to flora and fauna of all kind is becoming a part of the earth.",0,0
218,Princess' Library,"Warm and well lit, this room is equal parts windows and bookshelves. Overflowing with books, maps, parchment, and other odds and ends the shelves sag slightly from the weight. The lush maroon carpet complements the dark oak wood paneled walls, which are lined with rich tapestries. The Princess was gifted this library for her 16th birthday. She longed to travel and see the world, but will be limited as she is the only heir to the throne. Sensing her longing for more, her kindly father, the King, bestowed upon her the gift of knowledge and escapism.",0,0
220,Yurt,"The structure is simultaneously strong and portable. The stretched canvas is suppled and soft life calfs skin, but keeps the heat at bay and the chills of the night out. Circular in design, there are no corners, all inhabitants are equal. With a small flap for a door the entrance looks fit for a child, while the whole tent looks as though it could fit a family of ten. Passed down from father to son and father to son again, the Yurt is traditional structure and keeps an old way of life alive. The memories that are woven into the fabric are clearly marked by the patches added by grandmothers past and the stains left behind by children, now adults.",1,0
222,Spice Stall,"An orgy of senses the Spice Stall is covered wall to wall with packets of orange and red spices, bags of herbs, jars of seeds, and anything else you could imagine. The vibrant colors of the spices combine to create a rich tapestry of different hues and shades. The only thing more overwhelming than the sight is the smell. Each spice has a unique and exciting scent, some are sweet, some spicy, all are strong. The bustling Bazaar is the perfect backdrop for the spice stall. The vendors are all yelling and the customers are all bartering with the spice stall an oasis of beauty in the center.",0,0
224,Treasure Cavern,"Glittering as far as the eye can see the Treasure Cavern is filled with gold, silver, precious gems, and other priceless items. The stacks and stacks of gold plates, goblets, and coins tip precariously from side to side and threaten to fall and cause a landslide of treasures. The caverns is the heart and soul of the Temple, with winding hallways, traps, and other curious ways of keeping intruders away the cavern is the hardest part of the Temple to access.",0,0
226,Bathroom,"Small and cozy, but dripping with luxurious linens and speckled with ornate fixtures this bathroom is a paradise. The small room is non-traditional in the sense that there is no toilet or sink, only a relatively enormous claw foot tub. The feet are gilded and the tub itself is pristine and white. The wallpaper is floral and warm, the rugs lush, and the mirror flattering. The bathroom oasis is the best kept secret in the tower. There are regular restrooms, but this special tub-room is only for those who stumble upon it. Down a rarely used hallway many must assume its storage closet or something as equally mundane.",0,0
228,Tree House,"The tree house is a mess of vines and random pieces of debris woven together to create a haven for those who live there. High up off the jungle floor and among the trees, the home is relatively spacious and offers sweeping views of the lush green jungle. The interior has been decorated by all the residents with what is available to them. A macrameé wall hanging woven from vines hangs above the bed made with linens salvaged from an abandoned town on the outskirts of the jungle. The treehouse is a humane gem in the animalistic run of the jungle. The home is something that is not easily accessible, but is easily recognizable to those who find it.",0,0
230,The  main hall,"Long hallway with high ceilings, long windows, and a very intricate designed ceiling. The main hall is the first thing you see walking into the castle. It is both breathtaking and beautiful.",0,0
232,The town square,"A small park plaza with many trees and flowers, a small gazebo in the middle for larger gatherings. It has lamp posts all throughout as well as being well kept. It's a small park plaza in the middle of town where people gather and spend their time relaxing and socializing. It is the  main area of the town.",1,0
234,The living quarters,"Small barn like building, with old wooden doors and not many windows. It has different rooms as well as a decent sized kitchen. The farm workers live here, where they share meals and their free time. Despite all being different, they have become like a family. They like the fact they can live where they work.",0,0
236,Kings chambers,"The large four poster bed is adorned with the finest linens that Europe has to offer.  Gold is liberally woven through the fabric of the duvet and the tassels that drape to the floor on each corner of the duvet.  A gauzy purple fabric hanging from the bed posts sets an opaque tone to the room.  One window is shuttered by large wooden planks that can be thrown open to allow the mid day light to illuminate the room.  A large chest of drawers holds a small portion of the King's clothing. This room was designed by a team of the finest decorators in the kingdom, but it has been nicknamed the bloodbath, because the king put to death 3 designers for ""not meeting the standard set forth"".  The fourth designer, a young upstart, is now the most famous in the land because of his work on this one room.  The king feels most powerful when he is in this room.",1,0
238,Trash Heap,"A largest trash heap in the kingdom has been burned out so many times that it no longer resembles anything but a sturdy pile of refuse.  It stands 11 feet tall and 35 feet across and front to back sloping gently on all sides to the ground.  The only recognizable objects in the pile are the fresh items that have been thrown upon the stack, which are, a wooden chair with one leg broken, a crossbow with no string, and a rag doll with the head detached. This trash heap stands as a glowing example of the wasted city that was once great.  The entire population has been decimated by the plague, and all of the belongings of the dead are burned to avoid spreading.",0,0
240,Entrance to the Pine trees,Very tall and towering pine trees that create a dark canopy of shade. Long skinny trees sway in the sky from the soft breeze. Pine needles scatter the ground like plush carpet. The Pine forest is home to many deer and other animals. It is a sanctuary for people escaping the loud city. It is serene and peaceful and many people have found solace here.,0,0
242,Courtyard,"Hand carved stone surround the courtyard made by the most skilled masons with their impervious designs. Its large and quiet with hanging moss, and several beds of flowers. The king loved to stroll through the courtyard to think on his reign. The king will often bring subjects to walk and talk about business and needs of his people.",0,0
244,Large Galleon,"The deck of this rather large ship is strong and freshly swapped with tar. Its mast reaches far into the sky like gleaming pillar of hope and freedom. Its sturdy ship made for long voyages with thick planks and strong rails. The ships name is Turk, known for its battle prowess, and seemingly impenetrable hull. It is currently docked in he nearby port, resupplying for the next voyage.",0,0
246,kitchen,"Neat, and well kept. Everything in its place and a place for everything. Dishes and utensils hang from the ceiling above the chef must take great pride in his art and craft. The Iron grill over the fireplace must be where the magic happens. The kitchen in his modest cottage, home to the resident chef. He allows no one to mess about inside for this is his sanctuary. Only others of similar taste and style can ever dream of muttering around this room.",0,0
248,Tree house,"Its hidden, almost as if the structure is intertwined with the jungle itself up high in the trees to avoid the predatory wildlife below. Build from branches and sticks, held together with twine and vine. The house is quite primitive a single room with only a lamp and small table are inside. A shipwrecked survivor must call this home, with no way to leave the island jungle he has crafted this place to last as long as he can. It would seem he has been gone for sometime, is he alive?",0,0
250,Dark Cave,"Its dark, not much light can be seen in this hollow and empty cave site. Its made of stone that has been here seemingly since time began, the walls are hard as diamond, yet black like darkness itself. Unknown cave happened upon, it seems there are no stories, or tales for this place. It seems untouched by human life, as if the world has kept this secret for itself for centuries. We will be able to tell the first tale of this location.",0,0
252,Top side tower overlooking view,"Wide flat landscape. Wonderful view, stretching out for miles. Strong tower made of stone, small hills and mounds throughout the landscape. Large stairs inside the tower leading to the top. This tower was made by the lands lord, as a watchtower the first defense and first response. It its considered an honor to be on tower watch, and light the signal fire to warn the nearby town and castle of pending danger!",1,0
254,Black Smiths shop,"Its hot, the fire glows as it prepares to accept new iron to be melted down. The forge is large and contained by a stone like well. Nearby his wooden workbench is full of hammers and tongs used for making several items. The forge is outside it seems no building is needed to be a blacksmith. The smith has worked this forge for decades. He aids the towns folk of all their needs, re-shoeing horses fixing broken tools, crafting needed items. In secret he makes the finest weapons for a noble and fierce assassin.",0,0
256,Lakeside House,"Its white and vibrant, certainly a location for some lord, It has 3 floors, and fine gardening surround the house. Its open and breezy this place is calm and peaceful. The vacation home of a humble knight. He returns here after long journeys to recoup and introspect. he sometimes throws extravagant parties for his trusted friends.",0,0
258,Armory,"Another room in the castle as you would expect. This room is filled with weapons and armor on manikins made of wood and iron. The weapons here are well used, time and age have made their dents and marks, however they remain reliable for any man to wield. A collection of arms from the province many battles from history. These items will be used as emergency weapons and equipment in the event of a siege.",0,0
260,Torture Chamber,"Damp and dingy, the torture chamber contains almost nothing other than some shackles on the wall and a knife. There are no windows. The walls are made of solid concrete and the floor made of wood. Large dark stains are on the floor. Whenever the King finds someone that he wants information from, he sends them down to the torture chamber. A castle guard regularly goes down to interrogate the prisoners. Wrong doers are also sent to the torture chamber, where they are immediately executed.",0,0
262,Bedroom,"Cozy and snug, the bedroom contains little more than a wooden bed covered in a worn quilt, a small dresser with two drawers to hold clothes, a lamp on top of the dresser, and a woven blue rug. The bedroom belongs to the groundskeeper of the castle and his wife. The old man has spent his entire life tending to the castle, and the bedroom is the place where he goes at night to rest after a long day of working.",0,0
264,Treasure Room,It is home to all the most valuable and legendary pieces of fortune that have been collected by the kingdom over hundreds of years. It contains many treasure chests filled to the brim with gold. Necklaces strewn about made from every type of valuable material imaginable. Legendary swords made from the greatest sword makers in all of the lands. Pieces of armor worn by the mightiest warriors that have ever lived are lined up meticulously on one of the walls. The treasure room is the most sacred room inside the castle. This room was created hundreds of years ago to house and protect an ancient magical crystal that was found in the heart of a mystical dragon. Ever since then more and more pieces of treasure have been secured inside the room.,1,0
266,Barn,"The barn is old and rustic on the inside, with fresh red paint on the outside. Inside there is a ladder leading up to a loft. There is hay everywhere. The barn is the biggest and brightest building on the property. It is where the animals sleep at night and take shelter in the cold. Children sometimes play in the barn, jumping from the loft and landing on a pile of hay.",0,0
268,throne room,"ornate and luxurious, the throne room gleams with gold and precious jewels. Priceless painting of past kings line the sides. underneath a vaulted ceiling regal a red carpet connect the throne room entrance to the golden throne itself. The throne room is the pride and joy of the castle. The king commissioned hundreds of craftsman to construct expensive interior. The king often being important ambassadors to this room to impress with his power",0,0
270,Coast,The coast seems to stretch on for miles in either direction.  The ocean itself has receded some and the tide has not yet rolled in.  The water laps half-heartedly at the sand and the glistening shades of seashells dot the wet sand.  All around the sand gleams a shade of white. This seashore is the pride and joy of the nearest town.  It's kept immaculately clean and the white sand is something that is readily boasted about.,0,0
272,Bat room,"It is cold, dark and filled with bats. it is humid and there are some paddles on the ground. There is a bat king and bat queen and their children bats. They live in the deepest place. They have a big mushroom like beds. Other bats are always working for royal family.",0,0
274,The Choir room,It is a room with a table in the middle with chairs around it.  There is a closet that contains Choir robes that are long white and green accents.  There is a small keyboard in the corner. The choir room is always filled with music.  Many people like to pass by and listen to hear the songs being sang.,0,0
276,Jail room,"Stark and dank, the jail cell is tiny and scary. It has no windows and just had solid stone walls on all sides. There is no bed, and only a small metal bucket to take care of needs. The jail cell has been home to many criminals of many different types. Serious offenders may stay years while someone who inhibits too much may stay a night. It is said to be haunted by those who inhabited it before and villagers scare their children into behaving by telling them about it.",1,0
278,Town Theater,This is a quaint theater with plush velvet seats and a beautiful red curtain. It can seat 200 people. It is decorated with mirrors and golden accents. There are posters of past plays in the lobby. The theater was built for the local troupe. They put on several plays a year. They also hold town meetings there. People will also rent it out for special occasions.,0,0
280,Underground Cavern,"The underground cavern is covered in precious metals and gems. In the wall, rubies, emeralds and sapphires sparkle. There is gold and silver, shining brightly. It is cool in the underground cavern. By law, the jewels belong to the king. Yet he lets people go into the cavern to look at the beauty of his gems. People love to go in there and enjoy the coolness, especially in the hot months. They must bring candles, because it is pitch black!",0,0
282,Castle Kitchen,The castle kitchen is gigantic! There are racks and racks filled with ingredients for enough food to feed the castle every day. Ten long wooden tables take up much of the room. Along the wall are cooking instruments of every type as well as huge ovens to cook the food. The kitchen castle is bustling every day. The cooks feed hundreds of people every single day! There is happy chatter from the men and women working. It is very hot in there with all the ovens!,0,0
284,Moat,"The thick moat is filled with murky dark water. It is very wide and surrounds the entire castle. Alligators and other dangerous creatures roam the moat, ready to warn away intruders. The moat protects the castle from those who would do the castle harm. It is very deep and its gators keep everyone away. It sparkles under the summer sun. People warn their children to stay away!",1,0
286,Bedroom,"The bedroom is simple and yet homey. There is a small wooden bed covered in a colorful homemade quilt. There is a small wooden cabinet for storing the second pair of clothing. A colorful homemade tapestry brightens a wall. The town baker lives in the tiny cottage. She is busy all day so most of the time when she is in her bedroom it is because she is sleeping. She has a comfortable straw mattress, and feels much at home in her quaint little room.",0,0
288,Clergyman's office,"It is a very small and sparse office with little decoration. It has a simple wooden table, and a cross on the wall. There are two chairs. There are many old prayer books on a single shelf. This small office is where the bishop tends to people who needs help. They come and he offers them guidance. He prays for their souls.",1,0
290,Gathering room,"The gathering room is small, but comfortable. There are many seats for people to rest in. They are made of straw and covered with homespun blankets. There is a small table. The family spend a lot of time in the comfortable gathering room. They talk about their day and about their hopes. They tell stories and read books and enjoy each other.",0,0
292,waterfall,Near the top of the mountain is a beautiful waterfall. It falls down many many feet to a beautiful lake. It is very loud and very majestic. It sparkles in the sun. The waterfall is a place of lore for the people. They conduct important ceremonies near it. The king says it is the only thing as powerful as he. They take the water and consider it sacred.,0,0
294,Grand Dancing Hall,"The grand dancing hall is the most ornate location in the entire castle! Velvet seats run along the side of the room. There are huge chandeliers with hundreds of candles all along the ceiling. There are colorful paintings on every wall that show the different kings and their families. The dancing room is used for happy and joyous occasions. The king had his wedding in he room, and the festivities lasted for twelve days! Every week, there are different parties celebrating every holiday, wedding and just because. The people wear gorgeous gowns and finery and dance to a huge band.",0,0
296,Top of a tall tree,"This is the most majestic tree in the jungle. It spans high into the sky, with brilliant emerald leaves and sturdy brown branches. It is very healthy and spreads very wide. It flowers with brilliant violet flowers. The tree is home to many animals. Little monkeys love to climbs the tree. Hundreds of colorful birds of all different types make nests on the trees. People love to stop underneath the tree and enjoy its soft shade.",1,0
298,Murky water,"The water is murky and dark. There are unknown dangers lurking in it, such as alligators and poisonous snakes. Plants and trees hide more dangerous animals. It is cold. The swamp is a place where people go to tell scary stories. Brave children will sometimes venture there before their parents pull them back. Healers will sometimes look for plants that can have medicinal qualities in the murky depths.",0,0
300,Dining Hall,"The dining room holds a gleaming, gilded wooden table that can seat 100! There are gilded mirrors on the walls, and hundreds of candles, which are lit every night. There is a large handmade rug on the floor and tapestries lining the walls depicting past royalty. The dining room is used for grand occasions big and small. The king eats there every night. There are festivities while they eat. They serve ten courses every night!",0,0
302,Summit,"The summit of the mountain is like no other place. It is the highest point in the entire town. The view showcases the entire kingdom, and one can see for miles all around. It is cool and fragrant and breathtaking. People love to scale the mountain to get to the summit. The king often does this, and says he is truly ruling from the top of the world. People have been known to wed at the peak. It is a popular place to bring children to show them the extent of the realm.",0,0
304,scenic overlook,"This lovely clearing overlooks the great mountain range. It is covered in wildflowers of all different colors. There are stone benches where one can sit. The scenic overlook is the most beautiful location on the trail. It was made to give people a place to sit and reflect on the beauty of nature. For many years, people enjoy it. There have been many proposals and was even a wedding!",0,0
306,Secret Oasis,"The secret oasis is a gleaming pool of pure water, surrounded by a smattering of green shrubbery and palm trees. Exotic insects fly about, and the sparse amounts of local fauna mull around after traveling for miles to drink and rest. The greenery sits in stark contrast to the vast desert surrounding it. Legend has it that this oasis only appears to travelers at their time of most need, however the local fauna are familiar with it's location, and by following carefully, they can lead you to its rich store of precious water.",0,0
308,Town,"The town is a small, rural area inhabited by the poorer citizens of the empire. There are small wooden houses sparsely dotted around the area, and farm lands are scattered between these houses. Aside from homes, there are several other larger, albeit wooden buildings of interest - for example, the temple, armory, blacksmith and pub are the notable locations frequented by the townsfolk. The town was established as a small settlement well outside of the castle walls. The population consists mostly of laborsmen and poorer subsistence farmers that could not afford the houses within the castle limits. Over time, these lower class citizens settled here and built a modest, friendly town that welcomes anyone to come join them.",1,0
310,Tombstones of the Kings,"The tombstones of the kings are the most notable part of the graveyard. These tombstones are erected from fine marble and have piles of gold and riches lying next to them. A small metal fence surrounds this section of the graveyard, and cuts it off from the common folk. The kings of the castle are revered as gods by their subjects. As a result, they demanded a special burial to suit their grand status, and this involved creating their gravestones from the finest material and decorating them with piles of fine riches. These graves were also separated from the rest of the tombstones of the common folk, and well protected by guards and a fence.",1,0
312,Sanctuary,"Enthroned in lavish hues of red and gold, the sanctuary is filled with candles and statues.  Enveloped by a high decorating ceiling, the sanctuary glistens with the sparkling golden adornments. The sanctuary was built hundreds of years ago, paid for by a rich local family who was known for being very religious.  The sanctuary took 6 months to completely build.",0,0
314,Rectory,"The rectory is very fragile and rickety due to age and various periods of neglect. Everything is wood-based and scratched up and chipped, including the beds strewn about. The clergymen would call it ""cozy"" but the space within is almost claustrophobic. After years of renovations to other part of the complex, the rectory remains the oldest piece of the property. A close-knit order of monks had built the rectory hundreds of years ago as a way to house the workers and perhaps any wayward souls. All who work here, including sometimes the head priest, sleep here.",0,0
316,Meditation room,"The floor and walls are wooden and polished to a shine. Golden meditating statues line the walls, the air is cool and many monks sit still with their eyes closed on mats on the ground. In the far center of the room there is a giant golden Buddha towering over everyone in its pedestal. This is the most used room in the temple, the monks gather here to meditate in silence in an attempt to reach awakening. The giant Bhudda inspires dharma and many monks have had insights and realized zen in this very room.",1,0
318,Loading Dock,"The loading dock is filled with life and movement. Many trucks back up into the This old loading dock has been used for centuries since the founding of the colony. It has been raided many times in the past by pirates looking to get rich off of its cargo. Without the continued maintenance of this important section of the port, the port itself and the island would not have been able to sustain itself.",0,0
320,Mountain Peak,"There are clouds beneath and above, the mountain range extends beyond in all directions barely visible through the fog. Everything is covered by snow and above is a bright blue sky. This peak has been sought after by many hikers, although not everyone has the stamina and willpower to reach it. The path to it is very risky and steep, however once reached you feel a sense of wonder and fulfillment as not many others have been able to accomplish this challenge.",0,0
322,The tower base,The tower base has a path of cobblestone leading to the entrance. Two torches are lit with large blazing fires. Most of the tower base is covered in moss. This tower is a beacon of hope for the nearby village. It is where soldiers gather in times of war. The path to the tower has been walked upon by the country's greatest generals.,0,0
324,The King's Quarters,"Decadent, sensual, and tranquil, the King's Quarters sparkles with the various diamonds and gold-laced furniture comprising the entire room.  Self-portraits of the king himself, his queen, and various demigods line the walls leading up to the bed.  Smooth, bear- and tiger-skin rugs cover the entire floor to protect the bare feet of scantily clad virgins who serve to the beckon and call of the king and his queen.  There is a faint smell of sandalwood wafting to and from each section of the room at all times. The king's quarters served as the king's royal bedroom for centuries.  It used to be the astrologist's laboratory but has since been blessed by various fertility shamans and is physically and spiritually cleansed daily by a powerful wizard.  Daily offerings are made to the paintings of the deities--various fruits, nuts, and sometimes bloodletting into a golden dish is not uncommon.",0,0
326,The Oracle Cave,"Ominous and mystical, this cave is comprised of a hundred thousand skulls collected from fallen soldiers, kings, and robbers who have tried to steal from its hidden treasures.  Walking into the cave one may notice a vivid sheen of sparkling dots peppering the floor and walls and skulls, like little stars.  These stars are solid chunks of pure gold, diamond, and amethyst which the Oracle uses to construct her various fortune-telling devices. Inside this cave dwells The Oracle, an old, wizened priestess who was once a virgin handpicked by the King of her time to serve the gods and the nation.  Appointments to the cave are by invite only.  90% of uninvited visitors meet a horrible, gruesome death.",0,0
328,A spiral staircase,"Made of strong granite and oak timbre, it ascends to the highest room in the tower. The granite glitters in the light from the torches that line the walls. The oak is sleek and coated in a glistening protectant. This staircase was built by the great grandfather of the current king. At the top of the staircase, in the highest tower, lies an vital scroll that holds the secret to protecting the castle.",0,0
330,Confessional,"The red velvet curtains provide privacy and speak to the washing away of sins as the repentant person leaves the booth. The solid oaken bench provides no comfort, and hurries the churchgoer along in their confession. Behind the sheer screen is the waiting priest. Ornate designs are carved into the side of the confessional. Above it is a painting, dulled by age, but still depicting Jesus' death and resurrection with resounding clarity. The confessional is as ancient as Catholicism itself. Since the beginning of the Sacrament of Penance, this tiny, benched room has provided countless sinners with respite from their sin.",0,0
332,Marketplace,"Merchants call out their wares and try desperately to get the attention of the wealthier passerby. People from all over the world hustle to and fro, some keenly eyeing the many tapestries, spices, tools and foods, others openly staring in wonder. Still others hurry along, heads down and avoiding eye contact. Colors, smells and sounds assault the senses. The cries of the gulls can hardly be deciphered from the chatter of the crowds, the ringing of the blacksmith's hammer, the bells of the nearby shipyard, and the hollers of the merchants. The marketplace began with the founding of the port town. Gradually as more and more ships rolled in, more products were available, until the marketplace became fundamental to the success and well-being of the town. When the marketplace thrives, the town thrives.",0,0
334,Beyond the Wall,"This is the area beyond the Inner Castle. It consist of large green land, that sprawl all the way to the horizon, with a line of six luxury houses in the middle. It is home to some of the Kings immediate aides, such as War Officer, Military Commander, and Agricultural Advisor. This used to be a grassy meadow but as the Castle expanded with time, the King Omako III decide the King would need to find space for his closest aides so that they could always be a few minutes away if duty called. This Outside Castle was then renovated and luxury homes were built.",0,0
336,Land beyond the Wasteland,"Not a man in sight nor an animal to hear. This land is completely barren and hot, unfit for any agricultural activity. It has been left abandoned so much so that the King has not even had time give it a name, so people simply refer to is as ""Abandoned"" It is the field of a vicious battle between the King's Guard and the Barbarians. It was torched with fire and flooded with the blood and gore of both armies. Now, it lays abandoned and is said that venturing too deep into the Abandoned causes one too lose sanity.",0,0
338,Behind the Servant Quarters,"Dirty and dismal. This wasteland sprawls behind the Servant Quarters. It is where all the filth from kingdom is dumped. The Queens castle used to be located here, but after it was ravaged by barbarians, and set on fire, it has been converted into a wasteland. Nothing else is allowed to be built here since it is said to carry bad luck.",0,0
340,Adjacent to the Guest Castle,"Green, fertile, and blessed with crops of all kind. This well-kept farm grows corn, rice, and wheat for the King's Family and closest aides. Animals such as horses, goats, and the bleating of sheep keeps this Farm bustling with activity. The Farm is the oldest location in the King's Land and was the first location of the Kings Castle, which has now been converted into a Guest Castle. The castle has been rejuvenated after a deadly famine 100 years ago that wiped out all life. Today, it is looked after by a team of well-compensated farmers.",0,0
342,Inside the King's Castle,"A highly fortified tower, one of the tallest in the land, about 50 square feet wide and 300 meters in height. It is constructed with the finest Ethery Stone, which is grey with hints of black tar. Some cracks appear on the west side of the Tower after years of wear and tear. Located right in the center of Kings Castle, this Tower was constructed after the first Barbarian Assault, for which the Kings Guard had not seen due to a surprise attack at night. The purpose of making this Tower was so that future attackers could be seen with greater ease.",0,0
344,Across the King's Garden,"Heavily forested with dense undergrowth that stretches for miles. A cool mist enshrouds the trees and shrubs. The sounds of birds chirping fills the air and in the distance, the rumbling of a waterfall can be heard. Often used by the King and his family members for evening walks. It is part of the Kings Land that has been left untouched by man and is only presided by nature itself. It is said that the King often brings his war officers here to discuss secrets and make important decisions.",0,0
346,Within the King's Mansion,"A divine location filled with the smells of religious scents. Red carpet is laid son the floor, red worship ornaments lace the walls and fire torches hover upon pedestals. The Statue of Omamoko rests upon the crescendo at the end of the walking aisle, its eye gleaming with Imperial Stone. This Temple was constructed when the Kingdom adopted Omamoko religion. It is the primary place of worship for the King and his closest family. The death of the King's first daughter tragically took place in this Temple after she was sacrificed to make the Statues eye gleam.",0,0
348,Market Center,Located in the middle of the famous Tempior Market of the Kingdom. Wooden tables line the floor and a bar serves several customers. The finest wines across the Kingdom are lined across the shelves behind the bar and a barb sings songs. The atmosphere is one of joy and camaraderie. One of the most popular locations in the Market. The Hosely brothers decided to open up this Tavern since they could were no longer able to fight after injuries sustained in the Great War of Barbarian. It has since grown and is even visited by King once every few years.,0,0
350,The Chapel,"Quiet and serene, the chapel is lined with oak pews where worshipers can sit Made 100 years ago, this chapel has a long history in this town. people have gathered here to worship for 3 generations!",0,0
352,The bar,"Made from wood and stone, the tavern smells of food and ale. A flame is burning in the fireplace and candles light up tables throughout the room. This is the most lively place in town where locals and travelers drink and share stories! The bar keep is friendly and has lots of information about the town and surrounding areas.",0,0
354,A battleship,"It is a glamorous wooden ship.  It glistens like there are diamonds encrusted on the hull.  There are ornate railings on the stairs as it is a massive boat.  There is even a sea monster on the bow, complete with jeweled eyes and gold hair. This boat is abandoned.  No one has been able to board her for centuries and it is under suspicious circumstances that now it appears to have life aboard it.  People watch daily from the shore to see what look like little fairies buzzing all around and inside this ship.",0,0
356,Banquet Hall,"The banquet hall is like something you've never seen before.  It has gold encrusted tables and chairs, complete with embroidered tapestries and covers all over the floors.  The silverware is even made of diamonds as are all of the plates.  The ceilings are high wooden beams that glisten. This is the banquet hall of the King.  And he gives amazing dinners here for certain distinguished people.  But lately this room has been quiet, as the King is under a sleeping spell.  And interestingly enough, this room is now attended by tiny fairy lights that no one has yet to be able to capture.",1,0
358,Entrance to castle,"This entrance has seen better days.  The stones are a bit askew, and have lots of mosses growing on them.  But there is also a magical quality about this entrance.  It is not something you see, but rather feel.  And every now and then you can catch a shimmer out of the corner of your eye. This is the entrance to the castle of the King that is under a spell.  There are little fairy lights all around, but no one can catch them.  They hover around this entrance, making sure that no one enters, and no one leaves.",0,0
